PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Activity Summary,Ratio Activity,Ratio Potency (uM),Ratio Efficacy (%),535 nm Activity,535 nm Potency (uM),535 nm Efficacy (%),590 nm Activity,590 nm Potency (uM),590 nm Efficacy (%),Viability Activity,Viability Potency (uM),Viability Efficacy (%),Sample Source
10007,144213560,11210,Inconclusive,5,,,inconclusive,inconclusive agonist,30.6379,34.9249,inactive,,0,inactive,,0,inactive,,0,SIGMA
10008,144213561,5368821,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10009,144213562,8200,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10010,144213563,1004,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10011,144213564,1110,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10012,144213565,23676704,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10013,144213566,8689,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,12.1972,-69.5364,active antagonist,46.7296,-79.1946,active antagonist,17.2289,-102.082,inconclusive antagonist,30.6379,-34.4899,LightBiologicals
10014,144213567,8497,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10015,144213568,4445035,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10016,144213569,19042,Active,44,,,active antagonist,active antagonist,21.6899,-52.3495,inactive,,0,inconclusive antagonist,,-37.5453,inconclusive antagonist,,-43.6028,SIGMA
10017,144213570,7211,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10018,144213571,5365125,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10019,144213572,2355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10020,144213573,6406,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10021,144213574,7969,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10022,144213575,79103,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10023,144213576,12025,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10024,144213577,5963,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10025,144213578,7394,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10026,144213579,517121,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10027,144213580,5192,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10028,144213581,31269,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,68.5896,-76.3223,inconclusive antagonist,,-60.2074,inconclusive antagonist,,-107.74,inactive,,0,LightBiologicals
10029,144213582,16278,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10030,144213583,9570093,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10031,144213584,8840,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10032,144213585,11463,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10033,144213586,7900,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10034,144213587,26124,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,61.1306,-123.216,inactive,,0,active antagonist,54.4827,-93.4337,active antagonist,58.829,-39.2796,LightBiologicals
10035,144213588,637511,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10036,144213589,12463,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10037,144213590,2724189,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10038,144213591,707035,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10039,144213592,77781,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10040,144213593,6819,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Sigma DiscoveryCPR
10041,144213594,12389,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10042,144213595,7231,Active,46,,,active antagonist,active antagonist,27.306,-85.5636,inactive,,0,active antagonist,35.7211,-72.1075,inactive,,0,LightBiologicals
10043,144213596,7592,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10044,144213597,10129,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Alfa Aesar
10045,144213598,13838,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10046,144213599,12257,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10047,144213600,7104,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-72.3444,inactive,,0,inconclusive antagonist,54.4827,-73.0856,inactive,,0,Enamine
10048,144213601,1060,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10049,144213602,7050,Inconclusive,5,,,inconclusive,active antagonist,2.52886,-57.4474,active agonist,4.16478,140.815,inconclusive agonist,,,inactive,,0,SIGMA
10050,144213603,7954,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10051,144213604,7915,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10052,144213605,17317,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10053,144213606,17719,Inconclusive,5,,,inconclusive,inconclusive agonist,24.3365,28.1375,inactive,,0,inactive,,0,inactive,,0,SIGMA
10054,144213607,16316,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10055,144213608,12433,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10056,144213609,6946,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,Enamine
10057,144213610,7198,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,,,inactive,,0,inconclusive antagonist,,,inactive,,0,SIGMA
10058,144213611,11776,Inconclusive,5,,,inconclusive,active antagonist,26.278,-41.0632,inconclusive agonist,,,inactive,,0,inactive,,0,SIGMA
10059,144213612,3485,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,active agonist,58.829,30.2063,LightBiologicals
10060,144213613,8846,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10061,144213614,135444498,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10062,144213615,31344,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10063,144213616,11937,Active,60,,,active antagonist,active antagonist,2.25385,-85.8107,inactive,,0,active antagonist,2.25385,-73.7148,inconclusive antagonist,,-29.0578,SIGMA
10064,144213617,14218,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10065,144213618,135,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10066,144213619,15294,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10067,144213620,8183,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10068,144213621,8119,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10069,144213622,9993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10070,144213623,1133,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10071,144213624,7977,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10072,144213625,12736,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10073,144213626,7713,Active,46,,,active antagonist,active antagonist,25.2886,-77.0157,active agonist,29.4844,41.9805,inconclusive antagonist,40.8562,-51.1888,inactive,,0,SIGMA
10074,144213627,6868,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-42.2498,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10075,144213628,31243,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10076,144213629,16949,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10077,144213630,14716,Inconclusive,5,,,inconclusive,inconclusive antagonist,,-35.5893,inactive,,0,inactive,,0,inactive,,0,TCI
10078,144213631,24639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10079,144213632,2286,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,68.5896,-48.7822,inactive,,0,inconclusive antagonist,72.6538,-35.8722,inactive,,0,LightBiologicals
10080,144213633,8906,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10081,144213634,6732,Active,49,,,active antagonist,active antagonist,26.278,-114.631,inactive,,0,active antagonist,27.306,-105.601,inactive,,0,SIGMA
10082,144213635,7635,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10083,144213636,6809,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10084,144213637,13522,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10085,144213638,5798,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10086,144213639,5280934,Inactive,0,,,inactive,inactive,,0,inconclusive agonist,,27.5615,inactive,,0,inactive,,0,SIGMA
10087,144213640,8872,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10088,144213641,445639,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10089,144213642,8404,Inconclusive,5,,,inconclusive,inconclusive antagonist,,,inactive,,0,inactive,,0,inactive,,0,Enamine
10090,144213643,31241,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10091,144213644,7352,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10092,144213645,7993,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10093,144213646,7026,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10094,144213647,13521,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10095,144213648,31244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10096,144213649,10377,Active,53,,,active antagonist,active antagonist,14.7772,-114.072,active agonist,28.924,75.7169,active antagonist,17.903,-98.7095,inconclusive antagonist,61.1306,-76.7273,SIGMA
10097,144213650,13271,Active,58,,,active antagonist,active antagonist,6.35221,-106.727,inconclusive antagonist,,,active antagonist,6.60073,-103.926,inconclusive antagonist,61.1306,-119.231,SIGMA
10098,144213651,9076,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10099,144213652,7153,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10100,144213653,5333,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10101,144213654,6672,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10102,144213655,7207,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Crescent
10103,144213656,8462,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10104,144213657,60196435,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inconclusive agonist,9.68854,33.9196,Astellas Pharma
10105,144213658,17355,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10106,144213659,6184,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10107,144213660,142482,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Frinton Laboratories
10108,144213661,60196436,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,,inactive,,0,inconclusive agonist,,,inactive,,0,Roche
10109,144213662,795,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10110,144213663,971,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10111,144213664,20083,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10112,144213665,38284,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10113,144213666,10068207,Active,41,,,active antagonist,active antagonist,68.5896,-62.7272,inactive,,0,inconclusive antagonist,68.5896,-72.5986,inactive,,0,Astellas Pharma
10114,144213667,7916,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,Enamine
10115,144213668,17318,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10116,144213669,59086459,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,61.1306,-100.429,inconclusive agonist,,24.4119,active antagonist,68.5896,-87.4418,active antagonist,34.3762,-55.6699,Roche
10117,144213670,69861,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10118,144213671,22463,Active,48,,,active antagonist,active antagonist,28.3743,-110.287,inconclusive agonist,61.1306,46.2907,active antagonist,37.1186,-102.783,inactive,,0,TCI
10119,144213672,33286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10120,144213673,20352,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10121,144213674,6928,Active,70,,,active antagonist,active antagonist,1.21972,-110.829,inconclusive agonist,61.1306,74.7006,active antagonist,1.42208,-106.633,inactive,,0,TCI
10122,144213675,62306,Inconclusive,5,,,inconclusive,active antagonist,52.3781,-36.059,active agonist,29.4544,26.9083,inactive,,0,inactive,,0,Crescent
10123,144213676,171144,Active,61,,,active antagonist,active antagonist,3.43762,-103.354,inconclusive agonist,21.6899,60.195,active antagonist,4.00798,-99.6379,inactive,,0,LightBiologicals
10124,144213677,15133,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10125,144213678,5280863,Active,68,,,active antagonist,active antagonist,1.16291,-102.478,inconclusive agonist,15.5076,61.2089,active antagonist,1.2084,-101.832,inactive,,0,SIGMA
10126,144213679,7979,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10127,144213680,62277,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10128,144213681,61040,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10129,144213682,8469,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10130,144213683,5358159,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,54.4827,-87.0227,active antagonist,24.3365,-34.0057,active antagonist,48.5577,-104.959,active antagonist,57.711,-88.9433,ChemService
10131,144213684,17816,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10132,144213685,11074431,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10133,144213686,87984,Inconclusive,10,,,inconclusive agonist,inconclusive agonist,,35.2933,inactive,,0,inconclusive agonist,,36.9604,inactive,,0,Enamine
10134,144213687,7948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10135,144213688,70837,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,48.5577,-112.961,inactive,,0,inconclusive antagonist,43.2771,-117.908,inactive,,0,SIGMA
10136,144213689,9850056,Active,45,,,active antagonist,active antagonist,21.0107,-59.3596,active agonist,41.9219,21.8489,inconclusive antagonist,18.7258,-80.5145,inactive,,0,Astellas Pharma
10137,144213690,445154,Active,59,,,active antagonist,active antagonist,1.29199,-72.3214,active agonist,40.8562,95.9518,active antagonist,1.21972,-62.2969,inactive,,0,LightBiologicals
10138,144213691,60196348,Inconclusive,5,,,inconclusive,inconclusive,,,inactive,,0,inconclusive,,,inconclusive antagonist,24.0538,-45.1354,NCGCChem
10139,144213692,8559,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10140,144213693,22697,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10141,144213694,62823,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10142,144213695,6054,Inactive,0,,,inactive,inactive,,0,inactive,,0,inconclusive agonist,,,inactive,,0,SIGMA
10143,144213696,12301,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10144,144213697,6654,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10145,144213698,3420996,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10146,144213699,23692768,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10147,144213700,5780,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10148,144213701,11769095,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10149,144213702,5281168,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10150,144213703,68589,Inconclusive,25,,,inconclusive antagonist (cytotoxic),inconclusive antagonist,54.2611,-126.22,active antagonist,6.32638,-27.4155,active antagonist,57.4763,-120.466,active antagonist,65.7389,-62.4845,SIGMA
10151,144213704,82343,Active,47,,,active antagonist,active antagonist,27.306,-92.8789,inactive,,0,inconclusive antagonist,24.3365,-84.2001,inactive,,0,TCI
10152,144213705,7360,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10153,144213706,24434,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10154,144213707,16682834,Active,76,,,active antagonist,active antagonist,0.153553,-90.7596,inactive,,0,active antagonist,0.142208,-94.9789,active antagonist,3.18365,-100.17,SIGMA
10155,144213708,62630,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10156,144213709,20087,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,28.924,-58.5117,inactive,,0,active antagonist,27.306,-54.207,inactive,,0,LightBiologicals
10157,144213710,88069,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10158,144213711,5362708,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10159,144213712,13282,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10160,144213713,7972,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,Enamine
10161,144213714,8861,Active,43,,,active antagonist,active antagonist,41.6478,-71.51,inactive,,0,active antagonist,28.924,-70.5223,inactive,,0,SIGMA
10162,144213715,5094,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10163,144213716,60196438,Inconclusive,30,,,inconclusive antagonist,inconclusive antagonist,61.1306,-112.36,inactive,,0,inconclusive antagonist,61.1306,-89.9966,inactive,,0,Roche
10164,144213717,14503,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,38.5708,-99.3819,inactive,,0,active antagonist,48.5577,-113.488,active antagonist,61.1306,-128.972,Chemos
10165,144213718,10345790,Inconclusive,25,,,inconclusive antagonist (cytotoxic),active antagonist,34.3762,-105.134,active agonist,35.7211,127.88,active antagonist,64.7528,-84.8727,inconclusive antagonist,48.5577,-64.0984,Roche
10166,144213719,31404,Active,44,,,active antagonist,active antagonist,27.306,-59.5733,inactive,,0,active antagonist,27.306,-48.1237,inactive,,0,SIGMA
10167,144213720,22311,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10168,144213721,10160166,Inconclusive,5,,,inconclusive,inconclusive,,,active agonist,54.4827,56.2721,inconclusive agonist,,,inactive,,0,Roche
10169,144213722,250948,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10170,144213723,12525,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10171,144213724,87244,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,SIGMA
10172,144213725,15286,Inactive,0,,,inactive,inactive,,0,inactive,,0,inactive,,0,inactive,,0,LightBiologicals
10173,144213726,3023,Inconclusive,5,,,inconclusive,inconclusive antagonist,64.7528,-32.4622,inactive,,0,inactive,,0,inactive,,0,SIGMA
