PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005898618 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.825 uM,W590-Activity at 1.843 uM,W590-Activity at 4.120 uM,W590-Activity at 9.217 uM,W590-Activity at 20.60 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
1314,17389975,10757,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07980986-01/37856412,,Inactive,,,,0,,,,,,,4,,1.7918,1.3519,-6.4964,0.1535,-7.9342,-1.0799,-2.9718,-8.5306,-5.0623,0.5131,-3.6715,1.4727,0.8778,0.7515,1.7918,10,,,,,,,4,,-0.5502,1.3618,0.6128,5.5221,-4.1843,-0.1122,0.7449,-0.8777,-4.5297,4.6927,-0.2836,0.6114,0.8707,0.4684,-0.5502,10,,,,,,,4,,-3.0224,-3.9863,-4.1477,-4.1083,-5.0084,-3.4854,-4.7498,-5.1154,-3.0612,-4.5465,-3.177,-1.6382,-2.7785,-3.567,-3.0224,QC'd by NIEHS/NTP
1315,17389976,7260,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07974656-01/37857165,,Inactive,,,,0,,-5.75,4.9549,0.4871,-2.223,5,4,1 0 0 0 0 0 1 0 0 0 0 0 0 1,11.1569,-1.1973,2.6484,-2.7789,4.6978,5.9902,9.1632,-4.172,11.0829,1.0304,-3.2873,-2.0178,-3.5191,0.2618,11.1569,10,,,,,,,4,,4.4507,-3.3358,1.4141,-4.0176,2.4151,3.133,4.6086,-3.9957,6.3814,-0.5492,-2.7778,-0.0978,-2.1265,-0.1745,4.4507,10,,,,,,,4,,1.11,-1.1777,-0.4425,0.5424,-0.9286,-0.1455,0.0543,-1.4777,0.5386,0.2607,-2.3108,-2.7086,-1.6374,-0.1226,1.11,QC'd by NIEHS/NTP
1316,17389977,7255,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944753-01/37856789,,Inactive,,,,0,,,,,,,4,,-2.9971,4.9419,6.7853,0.1737,0.1582,15.1571,1.0779,1.5263,6.7121,0.0915,5.6947,-5.439,-1.3906,4.4573,-2.9971,10,,,,,,,4,,0.2565,2.1428,2.8865,-4.4777,-2.5955,9.9569,-2.7036,-3.1717,1.7424,-3.8238,3.7967,-5.3539,-1.3142,2.3165,0.2565,10,,,,,,,4,,1.4973,-0.0391,0.2993,0.742,-1.0126,0.3214,-1.2586,1.3265,0.5958,0.8839,0.5251,-0.6145,-0.1807,0.0353,1.4973,QC'd by NIEHS/NTP
1317,17389978,22584,Active,82,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930253-01/37857413,,Inhibitor,10.5909,83.3062,,0,Complete curve; high efficacy,-4.95,1.9887,0.9748,-85.649,7.2444,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-86.4667,7.225,2.6218,-1.5128,-1.965,13.9029,7.621,10.7322,17.0248,10.2725,-7.2746,-31.8251,-64.9372,-75.9586,-86.4667,0,Complete curve; high efficacy,-4.9751,2.0437,0.9715,-85.0964,-1.7902,-1.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-88.0915,1.9741,-10.4073,-12.3049,-8.2571,4.8104,0.43,-0.2399,4.7606,0.3759,-10.5635,-37.7589,-66.0975,-78.2957,-88.0915,10,,-4.6,2.1876,0.547,-5.0943,2.5,4,1 0 0 0 0 0 1 0 0 0 0 0 0 0,-4.6619,-0.2608,5.8062,1.5301,0.1541,1.5001,0.4135,6.3093,4.3153,7.2935,-1.1838,2.2908,-0.3304,-3.6727,-4.6619,QC'd by NIEHS/NTP
1318,17389979,7263,Active,42,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082669-01/37857366,,Inhibitor,13.3332,85.0931,,0,Complete curve; partial efficacy,-4.85,0.9,0.9877,-85.7871,0.1009,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-74.7805,1.5132,-3.175,0.596,4.2103,-3.0134,2.8543,-7.7874,-6.6395,-15.7356,-18.6182,-35.6734,-49.3179,-64.8796,-74.7805,0,Partial curve; high efficacy,-4.8751,0.9,0.9813,-82.2873,2.8058,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-76.192,5.6337,0.5203,0.5061,7.6928,-0.4025,6.7909,-2.3693,-4.5892,-13.9525,-18.4225,-31.7969,-43.6097,-60.1912,-76.192,10,Single point of activity,-4.15,2.2526,0.8852,50.6523,0.2878,3,0 0 0 0 0 0 0 0 0 0 0 0 0 0,39.6629,-0.0431,-0.9584,0.3336,0.3857,0.6042,-0.6738,0.226,1.1242,3.16,4.65,1.7235,0.3807,5.4509,39.6629,QC'd by NIEHS/NTP
1319,17389980,7474,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509367-01/37856241,,Inactive,,,,0,,-7.85,2.4064,0.7667,-1.9658,8,4,0 0 1 0 0 0 0 0 0 1 0 0 0 0,-1.5976,8.3667,7.7987,-11.806,0.0867,-7.0548,0.3414,1.2664,-2.78,-3.3235,6.5553,-0.771,-2.53,-1.1631,-1.5976,10,,,,,,,4,,5.5913,0.3853,5.7071,-13.7265,-3.5147,-11.2825,-4.2435,-0.652,-2.3162,-4.6094,5.3521,0.2705,0.0304,0.369,5.5913,10,,,,,,,4,,-0.1004,3.4313,-0.7763,0.6689,0.5313,2.0273,0.8039,0.467,-2.1706,0.5414,0.4761,-0.8011,-0.585,2.4664,-0.1004,QC'd by NIEHS/NTP
1320,17389981,6945,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509379-01/37856815,,Inactive,,,,0,,,,,,,4,,6.2767,1.0441,9.3313,1.8725,8.6947,-1.3864,4.69,-1.2615,4.9739,4.8114,10.4692,4.1609,5.5986,3.138,6.2767,10,,,,,,,4,,2.6726,-6.0783,6.4447,-3.0176,2.0634,-10.2967,-4.5447,-4.6284,-0.3849,0.4488,3.1344,0.0267,-4.3426,-0.0925,2.6726,10,,,,,,,4,,1.2277,1.3021,-3.464,0.581,-0.79,2.9813,2.9454,-0.5128,0.1576,1.0636,1.2043,2.7921,5.9563,2.5618,1.2277,QC'd by NIEHS/NTP
1321,17389982,53665,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509400-01/37857455,,Inactive,,,,0,,-4.2,1.7885,0.4364,-15.4393,3,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0,-11.1994,-4.2647,10.9179,-3.6979,3.1547,0.5851,7.175,0.0101,0.448,12.7444,8.3449,-0.8525,-2.1414,-1.1028,-11.1994,10,,-4.1751,4.095,0.6298,-25.0515,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-19.2096,-3.3319,9.4416,-1.3474,1.4581,0.0328,5.1557,4.5214,0.5197,11.1396,9.7406,-0.5127,-2.1146,-2.0668,-19.2096,10,,,,,,,4,,2.5031,-0.2793,1.2534,-0.6045,1.1272,-1.4293,1.5583,-0.5653,0.5523,3.4621,0.0813,2.1756,-0.255,-1.0002,2.5031,QC'd by NIEHS/NTP
1322,17389983,8266,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981460-01/37856529,,Inactive,,,,0,,,,,,,4,,-3.8684,-5.6885,-0.0512,3.2752,1.9317,-3.0903,-9.9925,-0.3375,-2.3922,1.5189,-10.6747,-6.0468,3.2387,4.0307,-3.8684,10,,,,,,,4,,-5.311,-3.2559,-0.0287,3.6552,2.5369,0.0409,-10.0988,1.0514,-0.1221,3.469,-3.9492,-1.8365,1.638,0.4428,-5.311,10,,,,,,,4,,-2.3636,-1.9741,0.7298,-0.53,-2.118,-1.5918,-1.0723,-0.9729,-0.445,-0.5931,-2.94,-2.5798,-4.1492,-0.1236,-2.3636,QC'd by NIEHS/NTP
1323,17389984,8371,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981301-01/37857611,,Inactive,,,,0,,-4.5,0.6,0.657,-18.0343,3,4,0 0 0 1 1 0 0 0 0 0 0 0 0 0,-13.3619,4.314,7.5213,-2.3604,11.0568,-6.1528,0.7626,-1.9227,6.2802,1.6125,-4.6837,-5.1308,-7.1838,-4.1358,-13.3619,10,,-5.1751,1,0.6552,-13.3224,-1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.7686,-0.2855,2.4882,-4.0985,1.5303,-8.1632,-2.3053,-4.6815,0.3265,-1.5731,-7.4031,-11.3454,-8.6871,-10.6534,-12.7686,10,,,,,,,4,,2.0566,2.3504,2.1994,0.0973,4.8415,-0.1514,1.4389,1.1317,3.0563,0.8502,-0.3626,5.8543,2.7203,7.2352,2.0566,QC'd by NIEHS/NTP
1324,17389985,5959,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944332-01/37857441,,Inactive,,,,0,,-4.5,3.0654,0.7274,-21.9438,3,4,0 0 1 0 0 0 0 0 0 0 1 0 0 0,-20.7865,0.5629,-2.8216,-8.9396,8.0962,8.4952,-5.8563,8.1609,8.2043,6.4192,-3.9344,-12.3496,-1.6503,-16.1427,-20.7865,10,,-4.4251,4.9549,0.4319,-16.3846,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.1538,0.0498,0.7579,-8.2019,4.9144,3.9824,-14.3602,4.8507,3.9315,4.5085,1.2186,-7.9271,1.6141,-12.4747,-16.1538,10,,-4.15,1.9673,0.6578,-7.0068,2,4,0 1 0 0 0 1 0 0 0 0 0 0 0 0,-4.1723,2.1933,-1.2545,1.8792,0.3379,2.2884,7.5821,2.8007,2.8939,4.4887,0.1161,0.4366,0.7212,0.298,-4.1723,QC'd by NIEHS/NTP
1325,17389986,2708,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944790-01/37857235,,Inactive,,,,0,,,,,,,4,,-11.7658,-1.9158,0.1372,-0.9132,-1.0076,9.6986,-8.2636,-0.6836,-1.4481,-5.8741,-8.254,2.3613,-0.1991,-3.0323,-11.7658,10,,,,,,,4,,-8.5698,0.5449,2.0503,0.4984,-0.5251,13.8154,-3.9371,0.5378,1.7638,-0.4047,-0.6307,5.8774,4.4529,0.5784,-8.5698,10,,,,,,,4,,-1.2893,-3.806,-3.7392,-1.8663,-1.9148,-2.9752,-6.0845,-2.5738,-3.7349,-2.7625,-0.9198,-0.9413,-1.4511,-2.3527,-1.2893,QC'd by NIEHS/NTP
1326,17389987,8630,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930278-01/37857517,,Inactive,,,,0,,,,,,,4,,10.5166,-5.0502,-2.025,-10.5175,-0.9196,4.9087,1.3452,-5.5106,-0.8725,6.9127,1.9315,-9.1347,-0.1787,-1.6351,10.5166,10,,,,,,,4,,-0.8774,-17.2904,-0.86,-17.0578,0.906,-2.3125,-2.2434,-12.5952,-7.0728,0.9655,-8.3439,-17.9453,-6.3969,-13.3757,-0.8774,10,,,,,,,4,,7.9554,6.9907,-5.1714,0.8072,-6.924,4.1663,-1.2985,-1.3362,0.0462,-1.3891,2.1702,1.4193,-0.249,3.3106,7.9554,QC'd by NIEHS/NTP
1327,17389988,289,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981368-01/37856493,,Inconclusive,,,,0,,-4.55,1.6259,0.8452,-34.5241,2.3337,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-29.3263,-4.8758,4.3465,13.9995,0.8122,-2.1276,-1.2228,6.6743,4.0308,-0.3528,-1.7842,-1.999,-9.8676,-24.6268,-29.3263,0,Partial curve; partial efficacy; poor fit,-4.5251,2.3031,0.9079,-31.6195,-0.5,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-29.6829,-5.5753,1.3442,5.8834,-0.7255,-0.2033,-4.8676,3.7234,1.3037,-2.2517,-3.0125,-0.7625,-10.1955,-23.211,-29.6829,10,,-5,1.1,0.7421,-5.8152,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-4.5292,-1.2093,-1.9697,1.2165,0.4291,-1.6797,-0.6784,-0.0224,-1.7351,-1.4292,-0.5426,-2.6985,-5.6793,-5.2116,-4.5292,QC'd by NIEHS/NTP
1328,17389989,16724,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08582983-01/37857292,,Inactive,,,,0,,,,,,,4,,-3.996,-5.9337,-9.9456,-5.3133,-9.1177,-8.5536,-7.5537,4.2321,-8.9296,2.5319,0.2516,-7.6083,4.5816,-9.7627,-3.996,10,,,,,,,4,,0.5041,-3.1331,-6.8629,-3.1514,-4.5163,-4.6912,-2.5152,7.9172,-5.3102,2.3669,6.1355,-4.2626,1.4162,-4.0741,0.5041,10,,,,,,,4,,-2.3618,-1.0102,-1.4896,-0.8109,-1.9326,-2.3044,-1.9434,-0.1488,-2.0495,0.348,-2.6764,-2.0729,-0.1691,-2.5313,-2.3618,QC'd by NIEHS/NTP
1329,17389990,5943,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944352-01/37856614,,Inactive,,,,0,,,,,,,4,,3.8018,-13.7003,-1.8062,-5.2187,-2.5689,5.9014,-2.3588,-3.8871,-10.782,-1.2498,-0.3957,-4.0308,-7.2523,-0.3065,3.8018,10,,,,,,,4,,0.8519,-16.3858,-6.2548,-10.7847,-1.4076,1.2142,-6.1065,-7.2094,-13.6666,-4.7119,-0.2842,-6.5664,-10.4572,-6.6477,0.8519,10,,,,,,,4,,1.2607,0.7191,-0.8398,-0.6492,-2.7304,0.8506,-1.6074,0.3707,-0.146,-0.6189,-1.1896,-0.1316,-1.4351,3.734,1.2607,QC'd by NIEHS/NTP
1330,17389991,6854,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07981155-01/37857396,,Inactive,,,,0,,-4.45,4.9549,0.7048,-18.9895,1,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.9079,15.6009,-0.8111,-1.0518,6.444,-2.1856,-3.6995,-1.0906,1.6509,-5.9894,4.4879,10.1177,0.7176,-16.0555,-17.9079,10,,-4.4751,4.9549,0.6314,-19.141,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-18.4508,10.1488,0.0092,-4.0002,1.1543,-5.6419,0.3148,-1.0196,1.206,-10.292,-0.8747,5.1532,2.004,-16.9243,-18.4508,10,,,,,,,4,,7.6389,3.3966,1.3501,1.8214,4.6363,1.9563,-0.494,2.4554,3.2274,3.1134,4.6667,3.6921,3.0268,3.6737,7.6389,QC'd by NIEHS/NTP
1331,17389992,6129,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509318-01/37857082,,Inconclusive,,,,0,,-4.45,4.9549,0.8586,-26.8709,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-26.5591,3.324,6.1204,3.4444,1.5318,0.2759,3.7555,3.6999,-0.054,-8.1084,4.3498,-4.2931,1.4125,-20.9083,-26.5591,0,Partial curve; partial efficacy,-4.4251,4.9549,0.9438,-30.507,1,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-30.4225,-0.1638,2.1044,1.0758,0.6866,0.2802,-0.5854,3.1732,1.1728,-5.5608,5.6952,0.8256,-0.5377,-21.8665,-30.4225,10,,,,,,,4,,8.7949,1.5466,1.5786,4.9605,0.8328,1.6869,1.9696,0.3804,-0.7944,0.6344,2.0098,0.5203,5.8761,5.7037,8.7949,QC'd by NIEHS/NTP
1332,17389993,8480,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08582991-01/37856858,,Inactive,,,,0,,,,,,,4,,3.044,1.8043,-12.5566,-0.651,-2.6144,4.3946,10.0325,0.722,3.3488,4.4187,3.9299,3.3176,-1.996,6.5408,3.044,10,,-7.7251,1.8617,0.3643,2,-4.7905,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.089,0.1096,-10.2421,-0.451,-0.8206,0.1606,4.8521,-0.4488,3.3917,2.8223,6.0019,0.2941,-3.7181,5.509,1.089,10,,,,,,,4,,-1.8763,1.0939,-0.6731,1.2794,0.8847,3.5989,1.6867,2.5187,0.3305,2.4928,-0.1001,-0.6689,0.718,-1.7426,-1.8763,QC'd by NIEHS/NTP
1333,17389994,11236,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08080862-01/37856915,,Inactive,,,,0,,,,,,,4,,-5.0266,-4.4978,-3.1084,-3.7732,5.1018,6.7773,-5.3012,-4.374,6.8395,-0.3127,3.3797,-0.823,9.3433,4.2773,-5.0266,10,,,,,,,4,,-0.7984,1.6108,0.6543,1.1772,2.2681,10.9941,-1.0775,1.1836,2.646,-2.9631,-0.2475,-2.2987,3.8717,1.0452,-0.7984,10,,,,,,,4,,-4.0283,-1.4575,-0.5354,-2.2765,-0.6787,-0.4432,-1.2899,-0.1634,0.3288,-1.26,0.0353,-2.7882,-3.2981,-1.9552,-4.0283,QC'd by NIEHS/NTP
1334,17389995,8606,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07985386-01/37857219,,Inhibitor,33.4915,94.147,,0,Partial curve; high efficacy,-4.5,2.1211,0.9756,-97.1009,3.0557,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-87.6305,11.1012,1.1371,2.8935,-1.6658,4.1261,-4.1568,11.256,0.3754,-1.461,1.4277,1.5872,-29.1716,-65.4687,-87.6305,0,Partial curve; high efficacy,-4.4751,2.6384,0.9865,-94.7049,-0.5579,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-88.1796,2.3993,0.5866,-0.0492,-2.3053,-0.2274,-6.9122,0.2719,-7.2754,0.381,1.4899,1.8524,-22.7715,-66.576,-88.1796,10,,,,,,,4,,6.6783,4.1167,0.205,-0.3737,-0.817,2.5978,-1.4594,6.1744,6.351,1.7424,4.4299,2.8378,-2.2295,11.2223,6.6783,QC'd by NIEHS/NTP
1335,17389996,1548943,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07930300-01/37857262,,Inactive,,,,0,,-5.1,2.2526,0.6259,-10.9657,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-9.4376,-0.9785,-5.6344,4.6231,-1.1598,7.2546,-0.772,2.2868,-1.5036,6.4821,-0.3407,-8.4448,-5.6801,-14.9714,-9.4376,10,,-4.7751,1.6604,0.7418,-14.1397,1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-13.0076,-1.0837,-6.1834,2.9085,-0.615,4.2939,0.1647,3.0969,0.3726,5.5486,-0.4608,-5.9241,-5.7611,-13.0331,-13.0076,10,,-4.15,2.3332,0.8218,12,-1.2106,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.2403,-1.6161,-1.0054,-1.0511,-0.9325,0.0342,-2.0084,-1.7239,-1.7809,-0.5424,-2.6755,-1.8355,2.0858,0.3174,9.2403,QC'd by NIEHS/NTP
1336,17389997,2519,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB02509354-01/37857567,,Inactive,,,,0,,,,,,,4,,10.1214,13.713,7.0626,8.0263,-3.0381,4.2791,16.1401,7.018,0.6943,4.3273,9.6464,8.0725,-5.3266,0.0253,10.1214,10,,,,,,,4,,2.7322,5.6223,-0.5556,0.4571,-8.0783,0.8375,5.2773,1.1734,-4.1165,-4.7515,1.8615,0.1569,-10.0944,0.7318,2.7322,10,,-4.6,4.4495,0.6551,-3.7759,0.5,4,1 0 0 0 0 0 0 0 1 0 0 0 0 1,2.6258,2.6777,1.515,0.4221,-0.8761,0.2336,1.1242,0.6445,-0.4027,4.3553,2.604,0.8888,-0.7568,-3.5633,2.6258,QC'd by NIEHS/NTP
1337,17389998,24633,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944048-01/37857448,,Inactive,,,,0,,-8.35,0.8,0.5711,1.5427,20,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-7.8811,16.4516,12.9471,8.8932,2.9018,-2.979,2.9608,7.1959,1.9395,1.602,4.4138,7.8683,0.0796,3.0182,-7.8811,10,,-4.1251,4.9549,0.7556,-23.0642,2,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-16.7202,8.6452,2.7829,-1.1178,0.1087,1.2415,4.2732,1.0839,0.8532,3.1968,-0.4616,-2.3136,1.7513,2.7613,-16.7202,10,,-5.5,0.9,0.7341,-3.019,1,4,0 0 0 1 0 1 0 0 0 0 0 0 0 0,-2.6802,0.0932,1.6406,2.0686,3.5074,-0.3652,-1.9429,0.9807,0.8203,-0.1721,-2.1448,-2.204,-3.3492,-1.1275,-2.6802,QC'd by NIEHS/NTP
1338,17389999,18303,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08082745-01/37856572,,Inactive,,,,0,,,,,,,4,,7.112,0.7553,6.2914,-1.4853,-5.4524,5.8691,4.45,0.9688,6.3376,-0.6871,9.502,-2.3097,4.6534,11.6978,7.112,10,,,,,,,4,,0.7784,0.0728,7.1316,0.9677,-0.9377,4.151,3.1228,1.5189,6.2106,-3.5999,8.3838,-0.1592,1.8759,5.1617,0.7784,10,,,,,,,4,,-4.6823,1.0765,-1.3163,-2.4514,-3.0251,0.1027,-4.3139,-1.9411,-1.8556,3.3348,0.2641,-3.1871,-3.531,-3.535,-4.6823,QC'd by NIEHS/NTP
1339,17390000,16043,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08006174-01/37856321,,Inactive,,,,0,,,,,,,4,,2.6836,3.393,0.8259,-3.5509,3.616,-1.0585,10.163,-6.6796,1.3093,2.6088,-9.3688,1.8366,-2.7031,-5.3474,2.6836,10,,-5.6251,4.9549,0.3208,-3.5761,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-2.2092,0.0363,1.2257,-2.3413,-0.1542,-0.3213,8.1988,-1.5315,-1.8337,0.968,-7.5634,0.1775,-3.4085,-6.3891,-2.2092,10,,,,,,,4,,6.2635,-0.3333,1.0599,2.1959,1.7193,-0.1759,0.9383,-1.5008,0.8127,3.3911,-1.0246,0.5866,1.6771,3.236,6.2635,QC'd by NIEHS/NTP
1340,17390001,31404,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB08548283-01/37857539,,Inactive,,,,0,,,,,,,4,,-2.1307,-16.34,-6.8921,-8.1401,-4.093,-6.9916,-3.1591,-4.2997,-1.1596,-2.4391,-8.396,0.4012,-9.8032,-6.8377,-2.1307,10,,-8.8751,1.1,0.5677,-0.5,-16.0218,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,1.0397,-12.5182,-2.956,-5.2279,-0.1224,-3.6025,1.5821,1.0231,1.4439,1.4659,-0.7786,2.1077,-7.3223,-1.3954,1.0397,10,,,,,,,4,,-1.4862,-3.5241,-3.7588,-2.7244,-2.4508,-3.3644,-3.5664,-3.1776,-3.1796,-3.603,-4.5964,-2.8112,-2.2917,-3.6256,-1.4862,QC'd by NIEHS/NTP
1341,17390002,7184,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07949323-01/37857452,,Inhibitor,37.578,55.7839,,0,Partial curve; partial efficacy; poor fit,-4.3,4.9549,0.8473,-33.3404,-2.6012,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-36.3278,-5.0131,-4.8916,1.263,-0.2019,-1.3722,-2.8918,-10.4601,-5.1303,-2.1542,-6.2828,0.1777,4.6843,-15.8602,-36.3278,0,Partial curve; partial efficacy,-4.4251,3.0654,0.9627,-58.6412,-2.8573,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-57.4914,-0.6596,-3.3639,1.0818,0.6537,0.8138,-4.039,-9.6686,-4.782,-0.6643,-6.3011,-5.2831,-10.1168,-35.7425,-57.4914,10,Partial curve; partial efficacy,-4.4,1.6924,0.9954,44,-0.636,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,36.3284,-2.6133,-1.4279,-1.1703,-0.4472,0.1718,-1.3304,-1.008,-0.438,0.1866,0.1351,2.6813,10.8086,24.0623,36.3284,QC'd by NIEHS/NTP
1342,17390003,8005,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-5hr/AB07944727-01/37857535,,Inactive,,,,0,,,,,,,4,,1.4216,-3.5852,3.8255,4.1867,2.8519,1.2752,-8.1942,-9.4698,8.0258,-11.4699,4.7794,-3.5844,1.6451,-1.5333,1.4216,10,,,,,,,4,,-0.3487,-6.4784,0.625,0.4325,1.6473,0.7456,-9.0607,-9.7118,2.2016,-13.8384,1.7795,-5.0465,1.7215,1.0516,-0.3487,10,,,,,,,4,,1.3629,0.0303,0.237,-0.3277,-0.4034,-0.4863,-1.112,-2.2862,-0.5608,-1.6682,-1.4467,-1.2295,0.2846,-0.6606,1.3629,QC'd by NIEHS/NTP
