PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Analysis Comment,W590-Activity_Score,W590-Curve_Description,W590-Fit_LogAC50,W590-Fit_HillSlope,W590-Fit_R2,W590-Fit_InfiniteActivity,W590-Fit_ZeroActivity,W590-Fit_CurveClass,W590-Excluded_Points,W590-Max_Response,W590-Activity at 0.0005899000 uM,W590-Activity at 0.00295 uM,W590-Activity at 0.015 uM,W590-Activity at 0.033 uM,W590-Activity at 0.074 uM,W590-Activity at 0.165 uM,W590-Activity at 0.369 uM,W590-Activity at 0.824 uM,W590-Activity at 1.843 uM,W590-Activity at 4.122 uM,W590-Activity at 9.217 uM,W590-Activity at 20.61 uM,W590-Activity at 46.08 uM,W590-Activity at 92.17 uM,Ratio-Activity_Score,Ratio-Curve_Description,Ratio-Fit_LogAC50,Ratio-Fit_HillSlope,Ratio-Fit_R2,Ratio-Fit_InfiniteActivity,Ratio-Fit_ZeroActivity,Ratio-Fit_CurveClass,Ratio-Excluded_Points,Ratio-Max_Response,Ratio-Activity at 0.0005899000 uM,Ratio-Activity at 0.00295 uM,Ratio-Activity at 0.015 uM,Ratio-Activity at 0.033 uM,Ratio-Activity at 0.074 uM,Ratio-Activity at 0.165 uM,Ratio-Activity at 0.369 uM,Ratio-Activity at 0.824 uM,Ratio-Activity at 1.843 uM,Ratio-Activity at 4.122 uM,Ratio-Activity at 9.217 uM,Ratio-Activity at 20.61 uM,Ratio-Activity at 46.08 uM,Ratio-Activity at 92.17 uM,W535-Activity_Score,W535-Curve_Description,W535-Fit_LogAC50,W535-Fit_HillSlope,W535-Fit_R2,W535-Fit_InfiniteActivity,W535-Fit_ZeroActivity,W535-Fit_CurveClass,W535-Excluded_Points,W535-Max_Response,W535-Activity at 0.0005898618 uM,W535-Activity at 0.00295 uM,W535-Activity at 0.015 uM,W535-Activity at 0.033 uM,W535-Activity at 0.074 uM,W535-Activity at 0.165 uM,W535-Activity at 0.369 uM,W535-Activity at 0.825 uM,W535-Activity at 1.843 uM,W535-Activity at 4.120 uM,W535-Activity at 9.217 uM,W535-Activity at 20.60 uM,W535-Activity at 46.08 uM,W535-Activity at 92.17 uM,Compound QC
1271,17389932,642197,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944736-01/115412889,,Inactive,,,,0,,,,,,,4,,-0.9032,1.3377,0.6901,2.1071,-9.7416,2.4406,-4.8887,-2.6275,-1.9683,3.4459,-0.4713,-2.2035,-3.0161,-3.436,-0.9032,10,,,,,,,4,,0.664,0.6986,-2.5987,0.717,-8.365,0.6104,-1.4992,-2.6832,0.4159,0.6345,-2.5972,-1.2596,1.1367,-0.6158,0.664,10,,,,,,,4,,0.4525,2.6688,0.6743,-1.7266,-0.8663,-0.5071,-1.7356,1.4517,-0.8136,-0.0733,-0.7366,0.5333,0.0061,-1.4767,0.4525,QC'd by NIEHS/NTP
1272,17389933,11933,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07935817-01/115412538,,Inhibitor,42.1632,55.857,,0,Partial curve; partial efficacy,-4.3251,1.5095,0.8756,-63.7237,-18.9344,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-55.898,-13.4951,-19.2826,-22.7573,-22.6329,-23.0077,-17.4597,-17.3914,-15.332,-13.8441,-26.336,-22.1863,-31.1082,-36.5134,-55.898,0,Partial curve; partial efficacy,-4.3751,1.21,0.8924,-73.5603,-17.7033,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-61.3002,-12.3393,-18.568,-21.7196,-21.5876,-23.0502,-17.1449,-14.9539,-14.191,-13.9476,-29.0036,-22.742,-35.7796,-41.7422,-61.3002,10,,-4.7,1.01,0.7905,10.5,-1.2008,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,9.2666,0.8996,-1.0714,-3.084,-0.8205,-1.1313,-0.4687,-1.306,-2.6079,-1.5776,4.351,0.2333,6.5876,5.243,9.2666,QC'd by NIEHS/NTP
1273,17389934,7239,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07930255-01/115412415,,Inactive,,,,0,,,,,,,4,,14.3971,19.4893,3.1284,8.2189,7.1754,2.2961,15.4061,13.4723,6.6862,7.9002,20.0163,10.4425,10.139,22.1668,14.3971,10,,,,,,,4,,-1.7618,6.9079,1.3712,2.3398,2.4068,-2.2742,3.882,3.8132,0.6907,1.6302,8.5157,0.4285,1.4817,6.5549,-1.7618,10,,,,,,,4,,0.0402,0.73,-0.1317,1.5964,1.0193,0.142,3.1721,2.2384,0.8013,1.6241,1.2894,-1.1531,0.6323,2.454,0.0402,QC'd by NIEHS/NTP
1274,17389935,6597,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08001433-01/115412659,,Inactive,,,,0,,-4.3251,2.4064,0.365,-2.3175,9.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-1.0979,7.5176,14.0453,12.2295,13.79,7.2302,12.0542,-0.5373,13.8374,4.8713,10.8062,8.2541,9.4139,4.242,-1.0979,10,,,,,,,4,,-0.8601,0.6501,4.8966,-0.4002,-1.0472,0.4647,1.4445,-1.8354,1.8698,-3.2499,-0.755,3.4564,3.9232,2.7561,-0.8601,10,,,,,,,4,,1.4879,-0.059,-1.338,2.1286,2.568,1.2418,1.6251,-0.548,0.3893,2.0864,2.309,0.6119,-0.9072,0.1595,1.4879,QC'd by NIEHS/NTP
1275,17389936,11860,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07949359-01/115413191,,Inactive,,,,0,,-4.6751,1.331,0.5548,-21.0351,-1,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.9459,8.2319,-0.3959,3.6662,-9.2183,-3.7544,-0.4139,0.5884,-13.6714,0.3787,1.5114,-8.0187,-10.9498,-16.3397,-17.9459,10,,-7.6751,4.9549,0.4372,-4.4431,5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-10.7859,7.4687,0.8077,6.4121,-5.4577,-4.5296,-1.0527,0.3354,-10.6468,-0.1334,0.8517,0.035,-5.6689,-9.6319,-10.7859,10,,-8.6,2.2481,0.7124,-0.829,4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,0.4277,3.7889,1.0392,-0.6111,-1.5088,0.6044,-0.5925,-1.201,-0.3971,-0.3826,0.2487,-1.9409,-1.6932,-1.384,0.4277,QC'd by NIEHS/NTP
1276,17389937,7430,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990215-01/115413056,,Inhibitor,29.8493,50.5939,,0,Complete curve; partial efficacy,-4.5751,2.1211,0.9874,-62.5666,-3.084,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-59.6389,-4.0844,-1.0859,-1.0183,-1.8518,-5.1941,-5.7284,-2.5708,-4.1105,-2.645,-8.3397,-5.5874,-26.3831,-46.9817,-59.6389,0,Partial curve; partial efficacy,-4.5251,2.5334,0.9705,-51.7262,-1.1323,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-49.3212,-3.1644,-3.549,-3.4452,-3.9523,0.9491,2.0021,-2.8872,-3.8949,-1.4089,1.6321,1.8317,-18.1285,-38.1187,-49.3212,10,,-4,0.7,0.7853,-10.7203,-1.029,4,0 0 0 0 0 0 0 0 0 0 1 0 0 0,-6.0169,-1.4849,-0.8113,-0.3065,-0.0242,-1.7448,-0.0276,-0.6309,-2.7951,-2.8982,-1.6453,1.0807,-2.5856,-4.8209,-6.0169,QC'd by NIEHS/NTP
1277,17389938,5284381,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944772-01/115412217,,Inconclusive,,,,0,Partial curve; partial efficacy; poor fit,-4.7751,0.7,0.7244,12,-8.9466,2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.2609,-4.9539,-10.025,-5.5657,-14.9555,-13.0776,-5.5667,-3.7897,-8.9663,-5.1975,-0.6468,-2.6696,-0.3899,9.589,5.2609,10,,,,,,,4,,-0.6546,-0.5774,0.0317,1.8783,-6.3277,-1.8353,2.2091,1.7728,0.0846,1.6262,-3.5185,-0.1932,1.4511,3.2738,-0.6546,10,,-9.05,1.331,0.7393,-2.3479,8,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,-2.251,4.5987,-1.7661,-0.4783,-1.8444,-4.4566,-2.0781,1.6454,-3.0899,-1.3805,-1.2035,-4.0579,-3.2576,-2.2343,-2.251,QC'd by NIEHS/NTP
1278,17389939,7839,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981503-01/115412811,,Inactive,,,,0,,,,,,,4,,-1.2936,-1.812,-10.1833,-3.8997,-14.008,-4.2375,-4.3867,-8.4725,-6.0698,1.3914,-10.2615,-3.5451,-8.8719,-7.1587,-1.2936,10,,,,,,,4,,-1.7013,-2.1774,-8.4201,-0.8203,-11.0186,-0.4866,-1.2423,-7.1998,-4.1514,-1.6135,-7.5102,-3.5386,-6.5907,-8.4022,-1.7013,10,,,,,,,4,,-0.7654,0.4441,-2.0682,-2.1574,-3.4832,-2.7303,-3.1579,-1.5909,-1.7118,-0.7699,-2.5253,-1.3698,-1.747,0.0574,-0.7654,QC'd by NIEHS/NTP
1279,17389940,7280,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509327-01/115412981,,Inactive,,,,0,,,,,,,4,,16.957,10.536,9.1863,15.6054,3.577,4.5586,13.6553,9.9731,15.4911,8.0029,9.6462,16.1997,9.2484,16.0314,16.957,10,,,,,,,4,,1.0626,-0.7731,3.4346,9.3228,2.3854,5.1759,2.8209,0.4378,6.531,3.6936,0.7726,0.8321,3.2644,4.7602,1.0626,10,,,,,,,4,,2.4048,0.8041,-0.2848,2.1102,0.6281,0.216,2.3728,3.0307,0.4993,-1.6691,1.547,1.7885,2.7089,0.404,2.4048,QC'd by NIEHS/NTP
1280,17389941,5889,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08582942-01/115412550,,Inactive,,,,0,,,,,,,4,,-15.6994,-6.0905,-1.0826,-7.4843,1.4223,-7.4121,-10.6284,-13.889,-8.2532,0.4526,-5.8662,-19.8634,-10.3788,-8.581,-15.6994,10,,,,,,,4,,-9.2521,-6.731,-4.4103,1.1132,-2.9185,0.6418,0.1129,-4.7025,0.1751,-1.4125,-0.1772,-12.6103,-2.0269,-1.2918,-9.2521,10,,-5.6,3.2975,0.759,2.5,-1.0966,4,1 0 0 0 0 0 0 0 0 0 0 0 0 0,2.0619,-2.4735,0.3237,-1.0405,-0.23,-1.1013,-2.5805,-1.3114,-0.4089,-0.1159,1.5524,3.109,3.7828,1.0715,2.0619,QC'd by NIEHS/NTP
1281,17389942,3017,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944742-01/115412280,,Inactive,,,,0,,,,,,,4,,-8.1912,-5.8811,-4.3015,-18.0785,-14.6841,-8.017,-8.684,-9.9662,-3.867,-3.9204,-11.9959,-6.5079,-6.9178,-13.0905,-8.1912,10,,,,,,,4,,-0.7253,-2.054,-2.2472,-11.3163,-8.2399,-1.6108,-1.0844,-3.7685,-2.5481,1.3796,-5.0773,1.4676,1.5262,-5.6156,-0.7253,10,,-3.75,0.7,0.6462,-13.0282,-3.6296,4,0 0 0 0 0 0 1 0 0 0 0 0 0 0,-7.5235,-3.3442,-2.5931,-4.9669,-2.1913,-3.7081,-4.9291,-1.1089,-4.0766,-3.8607,-3.4265,-6.0496,-4.7318,-6.1333,-7.5235,QC'd by NIEHS/NTP
1282,17389943,7261,Active,60,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509382-01/115412139,,Inhibitor,23.7101,66.6585,,0,Complete curve; partial efficacy,-4.5751,1.4781,0.9208,-57.6458,5.5,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-46.244,7.2529,3.2548,3.1329,6.6403,6.363,2.299,9.2053,10.2856,-2.426,8.3928,-14.6697,-11.5207,-44.7201,-46.244,0,Complete curve; partial efficacy,-4.6251,1.3723,0.9365,-66.98,-0.3215,-1.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-55.6666,1.7988,-1.3466,-1.0013,2.142,-0.5318,-0.5263,-0.4124,1.0468,-11.1167,2.5481,-22.2341,-22.2352,-54.2575,-55.6666,10,,,,,,,4,,-0.8906,2.7607,-0.4166,1.2364,2.0569,-0.2897,0.4852,1.7229,3.5073,1.0227,1.3528,-0.4581,1.6122,-0.389,-0.8906,QC'd by NIEHS/NTP
1283,17389944,8560,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990264-01/115413328,,Inactive,,,,0,,,,,,,4,,-2.5185,1.1261,7.8634,-1.3801,6.0027,-4.7191,12.1414,-1.8632,-1.813,-0.3622,6.5414,-4.5346,0.9107,-5.0363,-2.5185,10,,-4.4751,2.7202,0.4239,-11.0063,3,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-10.0052,-0.2725,11.1,0.8663,5.4305,-3.7455,13.5728,0.7674,-1.5082,0.1853,8.8537,-1.1703,1.0409,-7.3705,-10.0052,10,,-4.35,2.0937,0.9711,20,-0.6243,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,17.2421,0.426,-1.3929,-0.0031,0.11,-1.7702,-0.3601,-1.3724,-1.1009,-1.2287,-0.1086,-0.8981,4.459,9.1684,17.2421,QC'd by NIEHS/NTP
1284,17389945,5743,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944355-01/115413136,,Inactive,,,,0,,-4.6751,4.9549,0.4781,9,-2.8818,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,5.3402,-4.3908,6.0751,-3.3948,-10.7348,-4.6089,4.4789,-3.0496,-3.4132,-9.2101,-1.0408,-2.1138,2.381,12.9454,5.3402,10,,-4.5751,4.9549,0.3593,6,-2.8417,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,3.7641,0.0047,7.1744,-4.2576,-9.0348,-6.2072,-1.5517,-1.8658,-3.4997,-7.673,0.5378,-6.2712,-1.0436,7.4186,3.7641,10,,,,,,,4,,2.0766,-1.9178,-0.8556,0.1083,0.4381,-0.8318,3.2455,2.7189,1.3489,0.6405,-0.2976,3.1406,1.7596,2.5842,2.0766,QC'd by NIEHS/NTP
1285,17389946,3036,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944740-01/115413310,,Inactive,,,,0,,-4.8751,0.6,0.4898,-25.7679,-4,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-17.606,-10.5996,-10.8212,0.9802,-6.4239,-7.7303,-4.5709,-9.7288,-1.1201,-5.4074,-14.6515,-10.6806,-24.8066,-15.5529,-17.606,10,,,,,,,4,,-3.7369,-9.8401,-8.0709,3.0808,-6.216,-4.2666,-2.2352,-8.2054,1.3317,-2.2588,-12.4596,3.6299,-7.1104,-2.2597,-3.7369,10,,-5.2,1.4641,0.9059,-12.068,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.9294,-1.7048,-1.4863,-0.3942,-1.1748,-0.8784,-0.9679,0.2625,-0.4855,-1.0983,-3.6618,-7.9182,-12.9733,-7.9958,-12.9294,QC'd by NIEHS/NTP
1286,17389947,3035,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944356-01/115413292,,Inconclusive,,,,0,,,,,,,4,,-5.0457,-2.2479,-0.7408,1.3824,-3.3181,-5.2619,2.3141,1.9739,-1.8041,3.4998,-0.0363,-0.1929,-9.221,1.507,-5.0457,0,Partial curve; partial efficacy; poor fit,-5.0751,2.7202,0.8468,-21.7223,-1,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-24.549,-0.5215,2.0351,-0.282,-2.8612,-8.2422,2.8094,-0.3225,-2.4449,0.1375,-6.2101,-10.6387,-25.1852,-15.1306,-24.549,10,,-4.75,1,0.9646,26,-0.4347,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,23.0388,-0.1091,-1.6122,-0.4372,-1.224,1.0102,-0.9794,-0.0424,0.7764,3.0074,5.5609,5.5044,15.9659,16.2207,23.0388,QC'd by NIEHS/NTP
1287,17389948,6294,Active,41,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548268-01/115413081,,Inhibitor,59.5572,109.466,,0,Partial curve; high efficacy,-4.3751,2.4064,0.9302,-88.4863,1.5858,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-86.7513,5.0904,1.3649,-1.9691,1.9282,7.1639,9.4581,-8.9931,5.2335,-5.5548,11.5326,-5.5054,-18.8674,-41.2341,-86.7513,0,Partial curve; high efficacy,-4.2251,2.4064,0.9571,-108.37,1.0958,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-83.2347,0.828,0.0637,-0.2875,1.9751,-0.1319,3.7753,-6.9897,2.1584,-7.0858,10.8075,-0.1101,-1.052,-32.1025,-83.2347,10,,-4.85,4.9549,0.9106,-9.7935,0,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.1361,-2.0446,-1.1128,-0.6511,-0.3418,1.5304,-0.3121,-0.4862,0.9339,0.1615,1.1175,1.1098,-9.4684,-10.6612,-8.1361,QC'd by NIEHS/NTP
1288,17389949,4211,Active,40,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990320-01/115412932,,Inhibitor,29.8493,86.2754,,0,Partial curve; partial efficacy,-4.4751,1.6924,0.8795,-39.5065,15.8536,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-35.5203,23.8441,6.1895,14.2265,15.6312,17.2988,26.837,8.5743,15.9196,16.036,11.5662,5.3375,1.4102,-14.9789,-35.5203,0,Partial curve; high efficacy,-4.5251,1.2475,0.9761,-82.4148,3.8606,-2.1,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-67.3927,3.892,0.8722,4.3391,-2.1719,5.3954,5.0997,5.1855,4.4104,4.9502,1.9161,-20.0899,-28.2404,-47.5402,-67.3927,10,Partial curve; partial efficacy,-4.55,1.331,0.993,49,4,2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,41.7819,4.6449,3.4135,5.774,4.2571,4.3576,4.9729,2.0531,5.674,4.9125,6.0119,12.7149,22.4365,32.7858,41.7819,QC'd by NIEHS/NTP
1289,17389950,2955,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02509386-01/115412086,,Inactive,,,,0,,,,,,,4,,7.6304,3.213,-1.1981,1.8202,4.9146,3.668,11.2687,8.2239,-1.8037,11.5724,14.4704,2.5784,5.838,6.1919,7.6304,10,,,,,,,4,,3.6193,1.4799,0.6542,1.6852,0.2963,3.8723,5.9488,6.3121,0.011,-2.2306,0.3121,2.6024,3.6912,2.3773,3.6193,10,,,,,,,4,,0.7532,1.3393,1.1649,2.2744,2.1669,-0.1302,3.7831,3.0848,1.596,2.3912,2.0401,1.0095,1.697,1.0373,0.7532,QC'd by NIEHS/NTP
1290,17389951,15331,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07981525-01/115412809,,Inactive,,,,0,,,,,,,4,,-6.1405,-2.4345,-9.5971,-8.5153,4.8654,-6.6725,-9.6389,1.1496,-9.5277,-9.2256,-4.4828,-8.2147,-13.473,-14.7271,-6.1405,10,,,,,,,4,,3.8036,-1.7223,-7.2591,-7.6135,0.6408,-4.9218,-7.0703,-0.0789,-8.167,-8.5195,-1.6962,-2.062,-8.5025,-6.8653,3.8036,10,,,,,,,4,,-0.4527,-0.0096,-0.7985,-0.9177,2.0693,-2.5648,-1.3417,0.252,-0.9194,-0.4708,-0.7818,-0.8586,-0.6675,-1.138,-0.4527,QC'd by NIEHS/NTP
1291,17389952,135398738,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08582960-01/115412174,,Inactive,,,,0,,,,,,,4,,-23.2671,-10.6146,-8.5924,-13.4318,-0.6366,-5.9517,-10.8229,-3.1332,-10.6032,-4.0627,-3.7942,-9.7557,-11.4681,-10.4693,-23.2671,10,,-4.1251,4.9549,0.7183,-15.692,-0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-11.8267,-4.3117,0.7336,-0.6891,1.9127,1.6202,-0.1464,0.1372,-2.0645,-0.9522,-0.6699,-2.523,-2.0408,1.0774,-11.8267,10,,,,,,,4,,-1.1993,-1.1742,-1.698,-5.1553,-2.5615,-2.6214,-3.2109,-0.9365,-1.7345,-0.6818,-1.6891,-0.5756,-2.5427,0.7309,-1.1993,QC'd by NIEHS/NTP
1292,17389953,9880,Inconclusive,10,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07944402-01/115412334,,Inconclusive,,,,0,Partial curve; partial efficacy; poor fit,-4.5751,0.9,0.7203,-17.3034,6,-2.4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-12.7528,5.1459,2.5405,6.4822,7.4114,4.4144,5.9728,3.3688,15.2243,2.4838,-3.5443,2.6513,-5.6929,-6.6401,-12.7528,10,,-5.7251,3.9295,0.601,-6.314,0.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.0823,1.3269,-2.2962,2.3631,1.042,-3.2932,0.1202,0.0019,4.4716,-2.9359,-7.0693,-0.396,-9.845,-6.815,-8.0823,10,,-4.3,2.5334,0.8473,-10.4056,1.5,4,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-8.2547,1.2845,0.2648,0.2671,3.3757,0.4203,1.7739,0.7447,4.5243,2.6985,0.665,1.6212,0.1697,-4.0015,-8.2547,QC'd by NIEHS/NTP
1293,17389954,7967,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08548312-01/115412225,,Inactive,,,,0,,-5.0751,4.9549,0.3492,-1,-8.9008,4,0 1 0 0 1 0 0 0 0 0 0 0 0 1,-12.7124,-5.2562,-88.5232,-8.6955,-11.996,-88.0949,-4.6133,-17.834,-1.5875,-13.5884,-9.0681,-4.192,2.1625,-4.0047,-12.7124,10,,-7.8751,1.7137,0.3492,-5.3197,1,4,0 1 0 0 0 0 0 0 0 0 0 0 0 0,-6.9121,1.0761,-34.0932,-2.456,-3.8449,-5.6729,-3.9201,-9.8497,-2.375,-8.7119,-4.7495,-3.7437,-0.2461,-5.2649,-6.9121,10,,-6.15,1,0.391,-0.5,-3.9359,4,1 1 0 0 0 0 0 0 0 0 0 0 0 0,-0.0958,-1.896,-9.183,-1.534,-3.8054,-7.4466,-2.5878,-2.3706,-2.3717,-0.8612,0.1819,-3.3838,1.6504,-1.5375,-0.0958,QC'd by NIEHS/NTP
1294,17389955,444041,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB02540566-01/115412917,,Inactive,,,,0,,,,,,,4,,17.271,18.6182,7.7511,14.6155,18.0514,7.7616,17.2372,19.7851,3.273,8.0262,19.9077,14.9896,10.171,16.2009,17.271,10,,,,,,,4,,2.4234,-0.1564,-1.5797,3.2093,-1.8412,6.8399,3.9372,4.6119,3.8965,-2.3539,8.0939,0.7696,7.1375,2.8137,2.4234,10,,,,,,,4,,1.0884,0.9986,-0.0542,0.9939,4.2161,1.2579,-0.1565,2.2734,-1.5126,-1.1792,0.2805,-1.1481,0.123,-0.199,1.0884,QC'd by NIEHS/NTP
1295,17389956,135465076,Inconclusive,20,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08582972-01/115412275,,Inhibitor,42.1632,35.9233,,0,Partial curve; partial efficacy,-4.4251,2.4729,0.9394,-38.208,-0.1606,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-37.4588,-3.6018,3.0577,3.1412,1.188,-1.9144,-0.2313,-2.3567,2.9783,4.1474,-3.3635,-5.2837,-6.7802,-23.1884,-37.4588,0,Partial curve; partial efficacy,-4.3751,3.5117,0.9624,-35.4371,0.4862,-2.2,0 0 0 0 0 0 0 0 0 0 0 0 0 0,-36.9137,-3.0292,-1.9066,3.3625,2.3712,2.574,1.4544,-0.8271,3.0567,-1.4084,1.5623,0.2603,-2.8099,-20.5594,-36.9137,10,,,,,,,4,,-1.6846,-0.3312,1.0079,-4.9554,-3.6338,-2.8368,-0.6278,-0.2361,-0.2183,-0.2106,-2.0361,-1.2208,0.9973,-3.4935,-1.6846,QC'd by NIEHS/NTP
1296,17389957,8445,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07934830-01/115413406,,Inactive,,,,0,,,,,,,4,,0.7272,-1.405,-3.8759,2.0014,-12.2426,-3.6138,-1.1819,-4.2344,-3.1543,-7.5286,1.85,0.2512,2.6821,-1.544,0.7272,10,,,,,,,4,,2.2877,-0.2459,0.4527,7.1272,-9.5968,1.4294,-0.2679,0.3604,0.7468,-0.2786,4.5477,1.4929,3.438,-0.2885,2.2877,10,,,,,,,4,,-0.5138,-2.6618,-2.3101,-3.0889,-3.5848,-2.2945,-1.7968,-1.1395,-2.3345,-3.952,-2.1667,-1.0528,-1.9829,-2.3731,-0.5138,QC'd by NIEHS/NTP
1297,17389958,7610,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB07990295-01/115412908,,Inactive,,,,0,,,,,,,4,,7.2702,6.8948,4.2738,15.6899,16.3079,-0.8544,12.8601,-4.232,11.3108,-7.7629,3.9937,7.433,3.0359,2.6977,7.2702,10,,,,,,,4,,-0.025,-0.384,1.8755,9.346,7.3361,-8.9392,7.7358,-7.7383,3.1579,-8.4161,-0.0164,1.3304,-0.0184,-0.2158,-0.025,10,,-5.85,0.8,0.7979,-2.5627,1.5,4,0 1 0 0 0 0 0 1 0 0 0 0 0 0,-3.3856,0.5798,-0.8819,1.992,1.6909,2.5578,0.8281,-0.4936,2.197,-1.6191,-0.1274,-1.7419,-1.894,-1.9009,-3.3856,QC'd by NIEHS/NTP
1298,17389959,323,Inactive,0,http://assay.nih.gov/htsws/rest/display/mitochondria-p1-ntp-1hr/AB08006135-01/115412399,,Inactive,,,,0,,,,,,,4,,3.6953,-6.1085,4.0643,-2.7785,-3.1001,-1.367,-10.4566,-1.9648,-2.468,-4.6787,-7.2327,0.2588,-1.1946,-0.8266,3.6953,10,,,,,,,4,,0.824,-3.3748,4.2941,-0.7684,-3.0671,-0.0044,-7.1236,-0.4594,-0.833,-5.2224,-6.1038,4.913,-0.4809,-0.7595,0.824,10,,,,,,,4,,-0.6824,-2.5427,-0.3935,0.2332,1.4269,-1.3426,-2.3466,-2.3418,-0.6809,2.0384,-0.2643,-1.8781,-0.9511,-0.0188,-0.6824,QC'd by NIEHS/NTP
